id,type,entity
ge17477,Gene,THBS1
ge208,Gene,Slug
ch5253,Chemical,ribonucleosidediphosphate
di6943,Disease,LNMM
ch142,Chemical,cisPt
ch4505,Chemical,LINC00668
di8602,Disease,CACS
ge7460,Gene,BMP2
ge14297,Gene,Rhobmediated
ge14360,Gene,EGFRY1045
ge18993,Gene,CLASP2
ch4951,Chemical,13Nammonia
di11055,Disease,RB
ge18748,Gene,EGFRmediated
ge1201,Gene,TEAD1
ge15022,Gene,E746A750
ch1378,Chemical,Phosphatidylinositol
ge15933,Gene,cg24827036
ge7511,Gene,circOXCT1
ch2375,Chemical,MnOx
di12488,Disease,HFLAC
ge4439,Gene,CXCR4
ge3891,Gene,DElncRNAs
ch1249,Chemical,sphingosine
ch4780,Chemical,oestrogen
ch2480,Chemical,Circ0102231
ge9158,Gene,interferonSTAT1
ge11293,Gene,HLAG
ge1315,Gene,miR197
ge2913,Gene,circGUCY1A2miR200c3pPTEN
ge18384,Gene,Vbeta9Jbeta21
ge7418,Gene,BRCA2an
ge6180,Gene,LUSCspecific
ch5284,Chemical,Superoxide
ge11598,Gene,ANRIL
ge17962,Gene,EGFRALKpositive
di6159,Disease,Tumor
ch3020,Chemical,ABZ
ge8091,Gene,UCA1NRF2HO1
ge7593,Gene,BBI608SSNPs
ch2214,Chemical,melittininduced
ch5114,Chemical,methylindole11Cosimertinib
di10037,Disease,Zhejiang
ge277,Gene,PGS1
ge5461,Gene,KMT2C
ge13896,Gene,TMEinduced
di8058,Disease,osteoporosis
ch4071,Chemical,CACYBP
di1596,Disease,ILA
ch1322,Chemical,nickel
di8791,Disease,polyploidy
ge6899,Gene,CDKN2B
ch255,Chemical,polyethyleneimine
di6316,Disease,BACMPT
di6231,Disease,IPMs
ge10330,Gene,ExomiR1290induced
ge1968,Gene,INFgamma
ge4062,Gene,PIAS1
ge19304,Gene,RET4
ge12840,Gene,EMTTFs
di10617,Disease,radiotherapyinduced
ch4669,Chemical,dicarboxylate
ge4021,Gene,nek2
ge16029,Gene,SOX2TP63
ch2796,Chemical,Sarkosylinsolubleproteomic
ge11488,Gene,1THBS1
di8498,Disease,VMs
ge18690,Gene,miR67833p
ch1483,Chemical,Acrylamide
ge3012,Gene,5hmC
ge5941,Gene,BID
ge5743,Gene,TP
ge20394,Gene,Claudin1
di7121,Disease,PAL
di1799,Disease,T2ALI
ch2732,Chemical,etoposidethe
ge18083,Gene,ROS1
ge13532,Gene,Myo1b
ge10916,Gene,ARENRF2
di7094,Disease,DVT
ge13488,Gene,TXNIP
ge13876,Gene,CCL14
ge8136,Gene,DDX21
ge9708,Gene,Abeta140
ge20707,Gene,Factin
ge6901,Gene,RBL2
ge19549,Gene,miR3917
di13252,Disease,iPFS
di6821,Disease,LCRS
ch3098,Chemical,NaYF4
ge836,Gene,41BBL
di519,Disease,operable
ge14064,Gene,STAP2mediated
ge19483,Gene,BCOR
ch3034,Chemical,3galactosyllactose
ge20934,Gene,ELAM1
ge17910,Gene,alphaSMA
ge3738,Gene,Circ0004140
ge19866,Gene,V15
ge13051,Gene,Fibroin
ge15909,Gene,SNHG3
ge3888,Gene,RETRearranged
ge8460,Gene,Uroplakin1B
di9172,Disease,arrhythmias
ge2107,Gene,SEMA6A
ge4290,Gene,aPSPT
ge17034,Gene,pHLIPmiR29a
ge9478,Gene,polyADPribosepolymerase1
ge1043,Gene,siSTAT3
ch758,Chemical,arctigenin
ge12501,Gene,LFA1
ch2918,Chemical,ciprofloxacin
ge17530,Gene,Antimicrobial
di3403,Disease,PC9GR
di7925,Disease,ARD
ge10142,Gene,Ambra1
ge20804,Gene,ALKROS
ge6968,Gene,sitagliptin
ge2092,Gene,HJURP
di9783,Disease,MIA
di5883,Disease,hypophosphatemia
ge5544,Gene,Pink1Parkin
ch5257,Chemical,L798106
ge7864,Gene,ITGA
ge12021,Gene,ERO1A
ch5474,Chemical,benzamides
ch5113,Chemical,Yb3
ch5803,Chemical,Luteolin
ge16174,Gene,NYESO1
ge20513,Gene,EGFRinhibitor
ge5022,Gene,IFNI
ge9705,Gene,Qki5
ch2229,Chemical,olaparib
di6039,Disease,aNSCLC
ge20765,Gene,MMA320
di5618,Disease,cough
ge4981,Gene,MeRIPseq
ge3020,Gene,antibodies
ge3747,Gene,PON2
ge17538,Gene,sGAL3
ge17853,Gene,STK38
ge684,Gene,lncRNADisease
di8103,Disease,allograft
ge11815,Gene,MAP3K2
ge4048,Gene,CD3epsilon
ge9348,Gene,GPCRfamily
ch3528,Chemical,B7461001
di13203,Disease,depressionlike
ge6467,Gene,chemokinedriven
ge6234,Gene,Trop2
ge8995,Gene,Cyp3a
ge13954,Gene,MTDH
ge16436,Gene,CD44v6CD31
ge8555,Gene,melanotransferrin
ge3263,Gene,SIINFEKLspecific
ch313,Chemical,ATB
ch2873,Chemical,lactone
ge12830,Gene,TKIfailure
ge6314,Gene,COL14A1
ge21275,Gene,DCLK2
ge3266,Gene,CLIC1
ge5178,Gene,miR1003p
ge15348,Gene,ACTB
ge10620,Gene,AMPKYAP
ge11271,Gene,WASp
ge12465,Gene,WT
ch5760,Chemical,ISV
ge2548,Gene,MiR1013p
ge6089,Gene,Hbmediated
di8771,Disease,Pyroptosis
ch5109,Chemical,14nitrophenylacetyl4hexylthiosemicarbazide
ge6723,Gene,ELANE
ge11973,Gene,GzmB
ge2302,Gene,miR200c3p
di5134,Disease,CIP
ch2908,Chemical,adenine
ge19515,Gene,Dualluciferase
ch4690,Chemical,Perfluorotertbutyl
ge15646,Gene,PrP
ch1630,Chemical,veliparib
ch4634,Chemical,sucrose
di14669,Disease,NSBM
di11304,Disease,APOBEC
di5790,Disease,Dyspnea
ch3877,Chemical,mannose
di12061,Disease,NAFLD
ch3762,Chemical,amino
ge7034,Gene,TRAFs
ch2124,Chemical,MAX
ch1603,Chemical,apatinib
ge6601,Gene,pRb
ge11888,Gene,VAFs
ge17047,Gene,Did2
ge13135,Gene,CLIC5
ge17132,Gene,RNF150
ch2750,Chemical,TAC
ge20451,Gene,antiEGFRantibody
di11101,Disease,ECBM
ch2626,Chemical,taxol
ch371,Chemical,2HQ
di4364,Disease,uremia
ge19566,Gene,CD38
ge7353,Gene,lrRIGs
ch2500,Chemical,thiazolidin4one
ge14316,Gene,cytochrome
ge19285,Gene,ZNF143
ge17760,Gene,CD44v
ge7721,Gene,pVEGFR2
ge10503,Gene,HsaLINC02418mmu4930573I07Rik
ge5817,Gene,DNAdependent
ge4503,Gene,syndecan1
di13209,Disease,ketoacidosis
ch4135,Chemical,esters
ge13604,Gene,alphaVbeta5
ch3668,Chemical,ornithine
ge15745,Gene,spastinIST1
ge14434,Gene,RETdriven
ch2383,Chemical,MnOMS
ch775,Chemical,lenalidomide
ge84,Gene,T790M
ge12095,Gene,USP22Ko
ge11109,Gene,miR133a3p
ch4358,Chemical,16OHmodified
ge793,Gene,TRAILR1
ge21254,Gene,HLAGSPAG9STAT3
ge19579,Gene,EGFRdriving
ge10554,Gene,miR1322CANT1
ge8333,Gene,AHR
ge911,Gene,LINC00221
di9254,Disease,Asthma
ch3744,Chemical,Dihydroergotamine
ge12807,Gene,miR23a3p
ch2763,Chemical,Dihydromyricetin
di15080,Disease,APFS
di14212,Disease,LNENs
di10671,Disease,SENTIERI
di7596,Disease,nonBE
ch1872,Chemical,aminomethylideneBPs
ge9566,Gene,GLUD2
ge4666,Gene,circANXA7
ge19376,Gene,SHMT2
ge601,Gene,antiapoptotic
ge18022,Gene,ICP
ge5055,Gene,miR34a5pTGFBR1TGFbeta
ge11786,Gene,TPIT
ge18324,Gene,PlakoglobinDependent
ge12859,Gene,CD31mediated
ge18710,Gene,myriocin
di8219,Disease,EAA
ge10343,Gene,SKA3
ge18098,Gene,CircSWT1
ch3455,Chemical,ruthenium
ge19906,Gene,LCIPF
ch4654,Chemical,DCFDA
ge20383,Gene,MRPL13
ge5664,Gene,anagliptin
ge18272,Gene,tdTomato
ge21309,Gene,IL18BPa
ge5516,Gene,GADD34
ge18684,Gene,WASF3
ge4189,Gene,SHOX2
di14499,Disease,DILD
ge16003,Gene,ALA
ge2268,Gene,miR637
di12435,Disease,DSS
ge20844,Gene,NOVA1
ge19985,Gene,LINC01740
ge6096,Gene,GSG2
di13298,Disease,pancreatic
ge7837,Gene,RasMEKErk
di6853,Disease,Carcinoid
di7713,Disease,BMFS
ge832,Gene,let7a
ge20581,Gene,BCLXL
ch1791,Chemical,C10H10O4
ge5477,Gene,Vav1
ge9843,Gene,ABCC12
ge19637,Gene,CRISPRCas9based
di4040,Disease,torsion
ge20061,Gene,NETosis
ge792,Gene,TregTh17
di13722,Disease,CRSHIPEC
ge8096,Gene,hsacirc0023179
ch5312,Chemical,CPBA
ch5211,Chemical,seleniumQ10
ge20938,Gene,Lselectin
ge6160,Gene,IRAK1Mediated
ch4149,Chemical,alltrans
ge11964,Gene,Mir100hg
ge3463,Gene,ZMYND8
ge19848,Gene,SERINE2
ge19219,Gene,PP2Adependent
ge14060,Gene,alphaKG
ch2477,Chemical,Adenosine
di14211,Disease,rash
ch160,Chemical,chlorojanerin
ch1295,Chemical,Sirolimus
ge12418,Gene,miR8855pEIF4G2
ge14464,Gene,PSCA
ge10174,Gene,EGFRM
ge15451,Gene,CD228
ge15123,Gene,FGFR2
ge15236,Gene,BCL2
ge16101,Gene,TMPRSS4
ch3003,Chemical,SAR408701
ge15581,Gene,BMP4
di3365,Disease,EOCRC
ge6041,Gene,miR630CENPF
ge17195,Gene,protocadherins
ge991,Gene,SMADspecific
ge10714,Gene,KKLC1
ge14580,Gene,sVEGFR1
di2814,Disease,Chemotherapyinduced
ch4100,Chemical,Asp4
ge14243,Gene,Myr
ge3354,Gene,HIFAmediated
ge949,Gene,TH1834
ge453,Gene,CircTFF1
di7946,Disease,LFDGKi
ge2828,Gene,CDC25B
di14107,Disease,MTS
di11078,Disease,malaria
ge1626,Gene,ADAM2
ge19205,Gene,aCD70
ge17566,Gene,p53regulated
ch4344,Chemical,K
di8494,Disease,CIDOL
di12296,Disease,ETBF
ge10292,Gene,rMVSLAMblind
ge6373,Gene,KIR3DL1
ch664,Chemical,MSCCM
ge13006,Gene,miR151a5p
ch2385,Chemical,Simvastatin
ge328,Gene,PYAP
ch1222,Chemical,SOR
ch454,Chemical,Glutathione
ge3839,Gene,BAP31related
ch707,Chemical,diterpene
ch3807,Chemical,LZBM
ch5851,Chemical,AcylCoA
ge13171,Gene,STING
ge16829,Gene,Death1
ge8195,Gene,cFLIP
ge4129,Gene,YAPdependent
di5020,Disease,LowLIDscore
ge17725,Gene,Ddimers
ch2284,Chemical,adenosine
ge12016,Gene,MSH2
ge16710,Gene,MDKNCL
ge13659,Gene,CYP27A1
ch1658,Chemical,3H2deoxyDG
ch4902,Chemical,Rg3
ge15788,Gene,EZHIP
ch3950,Chemical,N7methylguanosine
di3644,Disease,LT
ge9535,Gene,trypsinlike
ge13010,Gene,T8senhigh
ge18381,Gene,Ser2056
ch4248,Chemical,ONA
ge15819,Gene,HIFs
ge15044,Gene,SMARCA2
ch813,Chemical,UV1
ge19470,Gene,MCL1
ge4869,Gene,CAMs
ge8121,Gene,VIMMacC1
ge16369,Gene,LRRC3B
ch4080,Chemical,aminoacids
ge19290,Gene,Fascin
ge17836,Gene,activeYAP
ch1758,Chemical,indomethacin
ch3451,Chemical,fluorescein
ge20292,Gene,RPC
ge11709,Gene,ABCA1knockeddown
ge2305,Gene,miR3305pmiR1270mediated
ge7515,Gene,FGF23related
ge14185,Gene,miR642a
ge4424,Gene,CYP1A1
ge10716,Gene,let7c3pPI3KAKTmTOR
di8544,Disease,MPC
ch3547,Chemical,CRI
di12842,Disease,EGFRsensitive
ge5575,Gene,AKTmTOR
ge14655,Gene,MAL
ge13147,Gene,antiMET
di13116,Disease,LIPI
ge4705,Gene,tTMB
ch4664,Chemical,tM5DTX
ge1000,Gene,MSIH
ge13576,Gene,rrm2
ge1197,Gene,BREA2
ge17589,Gene,BCLxLBCL2BCLw
di12902,Disease,IMD
ge6831,Gene,MMP91562CC
ch4033,Chemical,betaZEL
ge3714,Gene,MDM2amp
ch3512,Chemical,PFCE
di4130,Disease,cuprotosis
di7491,Disease,IDI
ch5454,Chemical,TiY
ge20138,Gene,PDL1TC
ge8750,Gene,NHP
ge19266,Gene,MiR4903p
ge6830,Gene,Rab7
di6658,Disease,microsporidia
di1697,Disease,adenoma
ge14828,Gene,CD163T
ge13077,Gene,LINC00621
ch5732,Chemical,Pyrolae
di10701,Disease,hyperglycaemia
ge17043,Gene,MIP
ge5117,Gene,CA4
ge9275,Gene,UHRF1depleted
ge11417,Gene,ALKdependent
ch3233,Chemical,TMC
ge16240,Gene,desmin
ge10667,Gene,Trem2
ge3051,Gene,miR19a3pmiR19a3p
ch3026,Chemical,histamine
ch3274,Chemical,statins
ge1504,Gene,CircLIFR
ge12327,Gene,IGF2BP1Mediated
di4485,Disease,TRT
ge14120,Gene,Cxcr2
ch4421,Chemical,bulevirtide
ch894,Chemical,doxycyclineinducible
di5389,Disease,pain
di11503,Disease,VCAMI
ge19585,Gene,SASP
ch1856,Chemical,SC239
ge14137,Gene,DNMT1corepressors
di5237,Disease,pyodermitis
ch4928,Chemical,guanosine
ge7790,Gene,leptin
ge16337,Gene,RBPMSAS1
ge16670,Gene,CYFR211
ge15944,Gene,PDL1Cullin4A
ch3696,Chemical,phosphoserine
ge6932,Gene,DIC
ge935,Gene,CHI3L1
ch571,Chemical,ETK
ge7760,Gene,luciferase
ch4811,Chemical,FeSn2
ge4115,Gene,TFR
ge14445,Gene,TNFalphaIL1
ge6573,Gene,C16
di13363,Disease,Ataxiatelangiectasia
ge11722,Gene,HIF2alpha
ch1474,Chemical,CPTDOX
ge20156,Gene,PCT
ge3853,Gene,TMEM196silenced
ge5671,Gene,SoC
ge19912,Gene,Rearranged
ge18689,Gene,rs7175421Whole
ge12637,Gene,MAP4
ge11533,Gene,MYCT1
ge48,Gene,PI4KIIIbetatoPI4KIIalpha
di3232,Disease,nonsarcopenic
di13845,Disease,TKI
ge7238,Gene,DXR
ge11861,Gene,HER2altered
ge1173,Gene,TRIM17mediated
ge10583,Gene,KIRs
ge7155,Gene,KRASG12Dbearing
di12593,Disease,SCCB
ge3274,Gene,anticlaudin
ge8501,Gene,METinhibitorresistant
ch3091,Chemical,isobavachalcone
ch4913,Chemical,CPSF
ge12887,Gene,TEADs
ge3440,Gene,superoxideZincPKCzetaTGFbeta1EV
ge6655,Gene,MAGEA3
ge4214,Gene,Nlobe
ge9924,Gene,circP4HB
di354,Disease,Acidosis
ch817,Chemical,circ0102899
ch3531,Chemical,bengamide
ge10527,Gene,siCD147
ge16417,Gene,CXCR4targeted
di11603,Disease,tumourrelated
ch1383,Chemical,Vincamine
di14745,Disease,intermittent
ch2997,Chemical,hydrazide
ch3048,Chemical,dasatinib
ge3559,Gene,MITF
ge4643,Gene,SLC43A2
ch803,Chemical,valinecitrulline
ge9673,Gene,GCexo
ge16388,Gene,CYP24A1
ge10365,Gene,CXCL9101114
ge7407,Gene,CPT1C
ch4362,Chemical,pyridone
ge8988,Gene,SUMO2
di1687,Disease,tTMB
ch4489,Chemical,polycaprolactone
ch935,Chemical,neostigmine
ch4735,Chemical,Circ0001715
ge19413,Gene,Hematoxylin
ge6892,Gene,miR1299
ge20036,Gene,Ex20ins
ge21103,Gene,CCT3
ch2961,Chemical,vemurafenib
ch1905,Chemical,MECPP
ge5231,Gene,caspasedependent
ge3789,Gene,KRASG12Cbased
ch5912,Chemical,piracetam
di13868,Disease,HAs
ch1569,Chemical,malonyldialdehyde
ch3133,Chemical,Lys
di6908,Disease,TPS
ch590,Chemical,zeolitic
ge18860,Gene,PTENlow
ch1933,Chemical,XAV939
ge27,Gene,SULT2A1
ch4712,Chemical,DBD
ge2803,Gene,CD36CD8
ge15029,Gene,PTPRH
di4685,Disease,GCGEJC
ge8583,Gene,CD11bLy6G
ge21152,Gene,UCP1
ge18487,Gene,KIF2
ge6995,Gene,NRF2miR27aBUB1
ch4720,Chemical,Glutamate
ge3062,Gene,circ0060937
di10045,Disease,nonbrain
di7711,Disease,acidosis
ge13310,Gene,AL137782
ch5832,Chemical,FIBP
ge9598,Gene,JWASP1CD44
ge15681,Gene,cFosNFATc1
ge3282,Gene,NDUFAF4
ch1863,Chemical,Uranium
di10496,Disease,LUAC
di986,Disease,CDBS
ge11987,Gene,POR
di1344,Disease,subcutaneous
ch4275,Chemical,Envonalkib
di2426,Disease,LDHA
ch3785,Chemical,peonidin3galactoside
ge9213,Gene,EGFRALKnegative
ge10497,Gene,SCNA
ge10309,Gene,DEGs
ge20966,Gene,VCAM1inhibiting
ge11750,Gene,PDL1status
ge9623,Gene,HER2mutated
ge4259,Gene,glutaminase
ge8629,Gene,PVT1AKT3
ch3963,Chemical,platin
di9831,Disease,encephalitisencephalopathy
ge6171,Gene,ATPase
ge1516,Gene,ITGA3
ch2300,Chemical,Nheterocycles
ch696,Chemical,Circ0003528
ge11243,Gene,KLK7
di2470,Disease,nephropathy
ch5129,Chemical,hydrogen
ch5134,Chemical,fluoresceinphalloidin
di8354,Disease,DM
ge19697,Gene,citrin
ge17579,Gene,PPIP5K2
di11824,Disease,JFAD
ch332,Chemical,Baricitinib
ge5744,Gene,EMTRDGs
ch1417,Chemical,coumarins
ch5306,Chemical,Thiolate
ch5168,Chemical,ANKRD49
ch3399,Chemical,Ozanimod
ch2296,Chemical,Mn2Zn2
ge13700,Gene,TrOxPLs
di5269,Disease,Encephalopathy
ge9237,Gene,Ki67low
ge3529,Gene,burnin
ch691,Chemical,Glesatinib
ge3592,Gene,C3
ge4526,Gene,mirR29a
ge20901,Gene,TPM2
ge16915,Gene,FLIM
ge4369,Gene,APOA1
ge485,Gene,EGFRdominant
ge19460,Gene,BRCAmutant
ch1815,Chemical,morphinelike
ge2189,Gene,ANS
ge4742,Gene,KLK8
di6434,Disease,delayed
ch5036,Chemical,AICAR
ge18694,Gene,TXNRD1
ge2902,Gene,RAGE
ge19268,Gene,Dectin1CARD9
ge6009,Gene,RNASNHG20
ge3882,Gene,circDUS2L
di1824,Disease,cFAS
ch897,Chemical,QYSLD
ge6564,Gene,YME1L
ge17542,Gene,FNoverexpressing
ge16611,Gene,PM
ge20413,Gene,ILD
ge14713,Gene,NQO2
ge11135,Gene,CHMP1A
ge14338,Gene,ROR1engaging
ge17556,Gene,CHI3L1knockout
ch1825,Chemical,Lys93
ch185,Chemical,OMO1
ch822,Chemical,nitrosamine
ch5530,Chemical,Circ0020123
di7547,Disease,IF
ge2436,Gene,EGFRK745E746insIPVAIK
ge7157,Gene,FADS2
di2313,Disease,tiredness
di15073,Disease,hyperfibrinolysis
ge19893,Gene,HMGB1knockout
ch243,Chemical,Circ0080608
di978,Disease,PEs
ge19335,Gene,ALKfused
ge1718,Gene,KSY
di1247,Disease,anaplasia
ch5255,Chemical,gefitinibtargeted
ge18315,Gene,GALNT3
ch38,Chemical,AZ5104
di8803,Disease,DPM
ge9938,Gene,HsCRP
ge6861,Gene,TOP2
di6465,Disease,N1
ge5593,Gene,BRCA12
di15393,Disease,PFEs
ge16948,Gene,angiogenin
ge9991,Gene,ACTH
di9922,Disease,C3GN
ch4249,Chemical,DEN
di5967,Disease,HEMGN
di14295,Disease,ESKD
di3281,Disease,polyneuropathy
ch4297,Chemical,tributylstannane
ch1777,Chemical,PtL1
ch692,Chemical,savolitinib
ge18181,Gene,IL6R
ge3024,Gene,circFMN2
ge3251,Gene,gammaglobulin
di10681,Disease,noncancer
ge3312,Gene,ACO2
ge4318,Gene,TUBB3
ch4101,Chemical,MDA
ch5766,Chemical,DIO2
ge10846,Gene,PDZBinding
ge7808,Gene,miR985pBACH1
di75,Disease,CDDP
ch4502,Chemical,Quercetinrich
ge5487,Gene,ZFAS1
ge6005,Gene,miR449c
ge17083,Gene,DDX60L
ge5191,Gene,IL2interacting
ge1023,Gene,mucinbased
ge21271,Gene,Vim
ge895,Gene,LncTMEM132DAS1
ge21209,Gene,IgGIgM
ch12,Chemical,4methylnitrosamino13pyridyl1butanone
di9653,Disease,TID
ch4763,Chemical,LINC00857
ch3644,Chemical,methylenetetrahydrofolate
ch509,Chemical,acyl
di5980,Disease,PP
ge13803,Gene,TNFalphadependent
ch4280,Chemical,BaPinduced
ge7603,Gene,zPDX
ge16244,Gene,promoterluciferase
ge1132,Gene,HIF1alpha
ge4801,Gene,Circ0072088
ge9823,Gene,PCDI
ge9917,Gene,TPS1
ge15699,Gene,Wogonin
ge1307,Gene,5CECAM5
ge18241,Gene,ATXN3
di10476,Disease,LCD
ge11547,Gene,PDL1v4
ch1391,Chemical,iMethyl
ge5563,Gene,sTM
ge9717,Gene,CCL2mediated
di7794,Disease,ALCL
ge13312,Gene,NCOA12
ch5729,Chemical,Marijuana
ch3553,Chemical,hydroxybutyrylcarnitine
ge1518,Gene,cMet
ge5218,Gene,MSA2
ch1109,Chemical,Melittin
ge6811,Gene,BSPinduced
ge7554,Gene,gammadeltaTau
ge9021,Gene,RUNX3
ge3191,Gene,ZNF714
ch2335,Chemical,Olanzapine
di9141,Disease,POTEEMut
ge12963,Gene,hsamiR7665p
ge10347,Gene,BCL6
ge18825,Gene,ALKamplified
ge16971,Gene,Pselectin
di5987,Disease,cNSCLC
ch4042,Chemical,125I
di2514,Disease,LI
ch4652,Chemical,DFA
ch5401,Chemical,CRT0066101
ge20360,Gene,Interleukin36s
ge6645,Gene,RNF182
ge6768,Gene,ICL
di7861,Disease,Sarcoidosis
ge625,Gene,tubulin
ch881,Chemical,BODIPY
ge3408,Gene,PSMD3
di11494,Disease,paralysis
di7051,Disease,Proteinuria
ch22,Chemical,MMAF
ch3914,Chemical,LINC00326
ch0,Chemical,TMBH
di15127,Disease,EGFRpositive
ge4119,Gene,JWA
ge14921,Gene,Caspase9
ge6031,Gene,RPA1
ge13736,Gene,WNT5Abetacatenin
di6021,Disease,CTN
ch5933,Chemical,cysteine
ge1257,Gene,circDLG1
ge20247,Gene,UbAMCbased
ge15098,Gene,SRCassociated
ge4451,Gene,ESCRTIII
ge1517,Gene,SOR
ge14184,Gene,SNIP1
ch5408,Chemical,4S4318Ffluoropropyllglutamate
ge10960,Gene,TAN1
ch5720,Chemical,hypoxanthine
ge307,Gene,shNC
ch1743,Chemical,BigV
di14531,Disease,LCPC
ge8914,Gene,LsLKRASG12D
ch5086,Chemical,Tetrahydrobiopterin
ge5389,Gene,Ladinin1
ge20796,Gene,TUBA1B
ch848,Chemical,ZnO
ge12682,Gene,miR19a
ch3157,Chemical,PIK93
ge1706,Gene,calreticulinrich
ge18472,Gene,DSG2
ge1974,Gene,microRNA253p
ge17184,Gene,BRINP3
di6744,Disease,swelling
di8713,Disease,CPAPDIBH
ge5112,Gene,miR2195p
di3507,Disease,BPI
ch2990,Chemical,voriconazole
ge17122,Gene,PI4K2A
ge12064,Gene,BSI0639
ge8002,Gene,miR1523p
ge1942,Gene,KIF11CDK1CDC25CCyclinB1
di481,Disease,IBD
ch2393,Chemical,glycosphingolipids
di8545,Disease,dysplasia
ge10589,Gene,MMP19
ge12446,Gene,CDR3beta
ge12296,Gene,GSE
ge2597,Gene,miR543TNRC6A
ge14732,Gene,p53independent
ge15545,Gene,SP1
ge1530,Gene,ALTA1L
ge3072,Gene,Tregpromoting
ch898,Chemical,MXene
ge7750,Gene,CDK46Rb
ch2224,Chemical,BAK
ge5034,Gene,BAP31Mediated
ch410,Chemical,CoAN
ge19991,Gene,GREM1
ch3522,Chemical,125IATL2
ge3338,Gene,sirtuin3
ge10042,Gene,C1D2
ge11233,Gene,FBox
di2051,Disease,influenza
di13808,Disease,MDT
ge2858,Gene,STAT3mediated
ge4858,Gene,ANG
ge11683,Gene,circFMN2KLF2RNF128
ch5485,Chemical,DB08424
ge4799,Gene,phosphatidylinositol3kinase
ge1851,Gene,APC
ge4347,Gene,Caspases139
ge17520,Gene,let7bE2F1
di8999,Disease,NERO
di6534,Disease,dizziness
di6171,Disease,CPInaive
ge11548,Gene,IR
ge8312,Gene,GPR37
ch1660,Chemical,Btsc
ge7586,Gene,lincNMRs
ge8961,Gene,SMYD2
ge1932,Gene,CD8T
ch480,Chemical,adriamycin
di275,Disease,Fibrosis
ge933,Gene,DAMPs
ge18358,Gene,CDX2
ge620,Gene,FKBPL
ge11230,Gene,aCL
di6253,Disease,bronchial
ge17915,Gene,HOXC8
ch5300,Chemical,APC
ge18596,Gene,IGLC3
ge19535,Gene,SLC46A2
ge14104,Gene,FAPintegrinFAK
di8795,Disease,bTMBH
ge596,Gene,LKB1deficient
ge16352,Gene,CD36CD8T
ge9043,Gene,SLC2A5
di13387,Disease,SLND
ge19972,Gene,C4BPA
ge19223,Gene,EBVLMP1
di370,Disease,constipation
ge7504,Gene,HES6
di4191,Disease,CMT
ge1084,Gene,ERBB3
ge14114,Gene,KCNMA1CpG5
ge1364,Gene,GABPB1
di4547,Disease,vitiligolike
ge7786,Gene,p53R172H
ge5794,Gene,SPIB
di4085,Disease,Cancerspecific
ch4853,Chemical,ferrous
ge16942,Gene,pERK12EZH2SnailEGFR
ge9670,Gene,AKR1C1
ch799,Chemical,MMe
ch5547,Chemical,SUN
ge7476,Gene,AtoI
di11651,Disease,CINAD
ch1291,Chemical,BuprenorphineNaloxone
di5381,Disease,SCNCs
di9974,Disease,mALI
di4052,Disease,TMs
ge3874,Gene,TH1
ge13398,Gene,miR4529
ge14957,Gene,MesoCAFmediated
ge12394,Gene,CCND1
ge17651,Gene,IGFII
ge12258,Gene,IGU
ge17858,Gene,statin
ch4373,Chemical,sulphonamide
ge7983,Gene,ferrostatin1
di15076,Disease,RBC
ge855,Gene,circHIPK3miR637
ge16474,Gene,PI3KAKTAP1
ge14520,Gene,ICBs
ge14024,Gene,hsamiR141
ge18462,Gene,TGFbetaRI
ge8180,Gene,hsamiR215mRNA
di7184,Disease,anorexia
ge3816,Gene,GAS
ch3511,Chemical,FeCl3induction
ge1651,Gene,hsamiR315p
ge20602,Gene,POLR3D
ge4203,Gene,CLDN2
ge1095,Gene,CCR2
ge15637,Gene,miR601
ge2508,Gene,BNT162b2
di15151,Disease,MMorganoids
ge15532,Gene,ITPR3
ge4863,Gene,CCNA2
ge3732,Gene,Snf7CHMP4
ge5367,Gene,labyrinthin
di2667,Disease,NSCLC
ch3140,Chemical,MEOHP
ge5499,Gene,YAP1TFE3
ge7342,Gene,IGF2BP3MCM5Notch
ch1853,Chemical,triazole
ge6810,Gene,E2C
di678,Disease,nonadenocarcinoma
ge17897,Gene,ELF3
ge4564,Gene,STINGinduced
ge12491,Gene,YAPTAZAXL
ch4429,Chemical,monocarboxylate
ge20396,Gene,MMRGs
ge2573,Gene,STINGIFNbeta
ge17298,Gene,NFkappaBSTAT1
ge323,Gene,PZR
ch2241,Chemical,2OH
ge6529,Gene,BUB1B
ge11056,Gene,Restin
ge3553,Gene,XIAP
di3908,Disease,TLSs
ge15716,Gene,linc00511
ge1890,Gene,HLADQB1
ge13166,Gene,linc00673
di10455,Disease,denutrition
di12640,Disease,TET
ch5469,Chemical,Imp3
ch130,Chemical,Honokiol
ge6898,Gene,Wnt5A
ch4671,Chemical,CCl4
ge5980,Gene,CARExos
di11201,Disease,ICU
ch3286,Chemical,BAX
ch128,Chemical,Pyrotinib
ge11167,Gene,Rheb
ge19833,Gene,MiR1973p
ge18529,Gene,MLFA
ge6778,Gene,pDNAPKcs
ge19177,Gene,CHMP1B
ge14022,Gene,VIPR1
ge16037,Gene,AntiPD1induced
ge12742,Gene,CTR1
ge1022,Gene,spastin
ge10654,Gene,CircBLNK
ge15455,Gene,aCasp3
ge19506,Gene,hemiasterlin
ch4356,Chemical,olmutinib
di12434,Disease,scoliosis
ge3730,Gene,circMACF1
ge2560,Gene,EdU
di11018,Disease,malignant
